phrase,phrase_puj,phrase_simple_puj,freq,mandarin,english,source,tag
戴孝,tuà-hà,tua3-ha3,k00,戴孝,mourning,汕頭話讀本,活動|喪事
所以,só-íⁿ,so2-inn2,k10,所以,therefore,汕頭話讀本,
所費,só-hùi,so2-hui3,k00,花費,expenditure|spend,汕頭話讀本,入門
所費大,só-hùi-tuā,so2-hui3-tua7,k10,花費大,expensive living,汕頭話讀本,
手下,chhiú-ẽ,chhiu2-e6,k10,手下,subordinate,汕頭話讀本,
手套,chhiú-lap,chhiu2-lap4,k00,手套,gloves,汕頭話讀本,打扮
手巾,chhiú-kṳn,chhiu2-kurn1,k00,餐巾,napkins,汕頭話讀本,飲食|物件
手布,chhiú-pòu,chhiu2-pou3,k00,手帕,handkerchiefs,汕頭話讀本,打扮
手底,chhiú-tói,chhiu2-toi2,k10,手底,palm,汕頭話讀本,
手指,chhiú-chí,chhiu2-chi2,k20,戒指,ring|a ring,汕頭話讀本,打扮
手指,chhiú-tsóiⁿ,chhiu2-tsoinn2,k10,手指,fingers,汕頭話讀本,
手環,chhiú-huân,chhiu2-huan5,k10,手環,bracelet|a bracelet,汕頭話讀本,
手綢,chhiú-tiû,chhiu2-tiu5,k00,手帕,handkerchiefs,汕頭話讀本,打扮
手肘,chhiú-thñg,chhiu2-thng6,k10,手肘,elbow,汕頭話讀本,
手腕,chhiú-uán,chhiu2-uan2,k10,手腕,wrist,汕頭話讀本,
才情,tshâi-chhêng,tshai5-chheng5,k10,才情,ability,汕頭話讀本,
打扮,tá-pàn,ta2-pan3,k10,打扮,dress finely|to dress prettily,汕頭話讀本,
打疊,tá-tia̍p,ta2-tiap8,k10,折磨,,考釋,人|行動
扭,liú,liu2,k00,挖,,汕頭話讀本,飲食
批,phoi,phoi1,k00,削,"letter|cut|to cut, as the rinds of fruits, nails, pencil &c",汕頭話讀本,飲食
批信,phoi-sìn,phoi1-sin3,k00,信件,correspondence,汕頭話讀本,職業|經商
批擔,phoi-taⁿ,phoi1-tann1,k10,擔子,pole,汕頭話讀本,
批皮,phoi-phûe,phoi1-phue5,k10,信封,address|envelope|envelopes,汕頭話讀本,教育
批館,phoi-kuán,phoi1-kuan2,k20,郵局,a postoffice,汕頭話讀本,起居|場所
抱不平,phãu-put-phêng,phau6-put4-pheng5,k10,抱不平,,斐姑娘字典,人|行動
抱憾,phãu-hãm,phau6-ham6,k10,抱憾,,斐姑娘字典,人|情緒
押數,ap-siàu,ap4-siau3,k10,結賬,square accounts|to balance accounts between two persons,汕頭話讀本,
抽分,thiu-hùn,thiu1-hun3,k10,佣金,commission,汕頭話讀本,職業|經商
抽減,thiu-kiám,thiu1-kiam2,k00,折扣,discount,汕頭話讀本,職業|經商
抽痛,thiu-thiàⁿ,thiu1-thiann3,k00,抽筋,cramp,汕頭話讀本,健康
拆夥計,thiah-húe-kì,thiah4-hue2-ki3,k00,散夥,dissolve partnership,汕頭話讀本,職業|經商
拉凉,lā-liâng,la7-liang5,k10,乘凉,air|cool to,汕頭話讀本,
拉凊,lā-chhìn,la7-chhin3,k10,冷卻,cool to,汕頭話讀本,
拋椗,pha-tèng,pha1-teng3,k00,拋錨,to drop anchor,汕頭話讀本,職業|行船
拍,phah,phah4,k00,打,conquer|shoot|strike|beat,汕頭話讀本,人|行動
拍倒,phah-tó,phah4-to2,k10,打倒,miscarry|spill,汕頭話讀本,
拍儂,phah-nâng,phah4-nang5,k10,打人,assault,汕頭話讀本,
拍劫,phah-kiap,phah4-kiap4,k10,打劫,rob,汕頭話讀本,
拍呃,phah-oh,phah4-oh4,k10,打嗝,belch|hiccough,考釋,健康
拍咳氣,phah-ka-khì,phah4-ka1-khi3,k10,打噴嚏,sneeze,汕頭話讀本,
拍官司,phah-kuaⁿ-si,phah4-kuann1-si1,k10,打官司,law to|case to have it tried,汕頭話讀本,
拍撲,phah-pho̍k,phah4-phok8,k00,鼓掌,,汕頭話讀本,人|行動
拍獵,phah-la̍h,phah4-lah8,k10,打獵,hunt,汕頭話讀本,
拍空,phah-khang,phah4-khang1,k00,經紀人,broker,汕頭話讀本,職業|經商
拍算,phah-sǹg,phah4-sng3,k10,打算,consider|think,汕頭話讀本,
拍紙牌,phah-tsuá-pâi,phah4-tsua2-pai5,k10,打牌,card to play,汕頭話讀本,活動
拍舖,phah-phòu,phah4-phou3,k10,拍舖,purchase stock in trade,汕頭話讀本,
拍銃,phah-chhèng,phah4-chheng3,k10,放槍,gun to fire,汕頭話讀本,
拍銜瓏術,phah-hâm-lâm-su̍t,phah4-ham5-lam5-sut8,k10,旋轉陀螺,,汕頭話讀本,
拍鐵,phah-thih,phah4-thih4,k10,打鐵,blacksmith,汕頭話讀本,
拐骹,kuái-kha,kuai2-kha1,k00,跛足,cripple|lame,汕頭話讀本,健康
拔,pua̍h,puah8,k00,跌,,汕頭話讀本,人|行動
拔斗,pua̍h-táu,puah8-tau2,k10,汲斗,bucket,汕頭話讀本,
拔杯,pua̍h-pue,puah8-pue1,k10,占卜,divination by bamboo roots,汕頭話讀本,
拔桶,pua̍h-tháng,puah8-thang2,k10,汲桶,bucket,汕頭話讀本,
拖,thua,thua1,k10,拉,drag|pull,汕頭話讀本,人|行動
拗彎,á-uan,a2-uan1,k10,折彎,bend,汕頭話讀本,
招呼,chiau-hu,chiau1-hu1,k10,招呼,introduce,汕頭話讀本,
招柑,chie-kaⁿ,chie1-kann1,k10,橘子,mandarin orange,汕頭話讀本,
招牌,chie-pâi,chie1-pai5,k10,招牌,signboard,汕頭話讀本,
拜一,pài-it,pai3-it4,k10,星期一,monday,汕頭話讀本,時日
拜三,pài-saⁿ,pai3-sann1,k10,星期三,wednesday,汕頭話讀本,時日
拜上帝儂,pài-siãng-tì-nâng,pai3-siang6-ti3-nang5,k10,拜上帝的人,,汕頭話讀本,
拜二,pài-jĩ,pai3-ji6,k10,星期二,tuesday,汕頭話讀本,時日
拜五,pài-ngõu,pai3-ngou6,k10,星期五,friday,汕頭話讀本,時日
拜六,pài-la̍k,pai3-lak8,k10,星期六,saturday,汕頭話讀本,時日
拜四,pài-sì,pai3-si3,k10,星期四,thursday,汕頭話讀本,時日
拜老爺,pài-lãu-iâ,pai3-lau6-ia5,k00,拜神,worship idols,汕頭話讀本,宗教
拜託,pài-thoh,pai3-thoh4,k10,拜託,request,汕頭話讀本,
拜阿公,pài-a-kong,pai3-a1-kong1,k10,拜祖先,worship ancestors,汕頭話讀本,
拭,chhit,chhit4,k00,擦,"wipe, to|rub",汕頭話讀本,人|行動
拭骹个蓑,chhit-kha kâi sui,chhit4-kha1 kai5 sui1,k20,門墊,,汕頭話讀本,起居|物件
拳頭,khûn-thâu,khun5-thau5,k10,拳頭,fist,汕頭話讀本,
持,khie̍h,khieh8,k00,帶,,汕頭話讀本,人|行動
指甲,tsńg-kah,tsng2-kah4,k10,指甲,nail,汕頭話讀本,
指頭公,tsnńg-thâu-kong,tsnng2-thau5-kong1,k00,拇指,thumb,汕頭話讀本,人|身體
挈來,khie̍h--lâi,khieh8--lai5,k10,拿來,bring it here,汕頭話讀本,
挈定,khie̍h--tiāⁿ,khieh8--tiann7,k10,抓穩,hold,汕頭話讀本,
挈椗,khie̍h-tèng,khieh8-teng3,k10,起錨,to weigh anchor,汕頭話讀本,
按察,àn-tshat,an3-tshat4,k10,按察,judge of a province,汕頭話讀本,
挐挐,zṳ̂-zṳ̂,zur5-zur5,k10,混亂,confuse|disorder,汕頭話讀本,
挨着,oi--tie̍h,oi1--tieh8,k10,挨着,contact,汕頭話讀本,
振動,tin-tãng,tin1-tang6,k10,振動,move,汕頭話讀本,
挽,túi,tui2,k10,拉,drag|pull,汕頭話讀本,人|行動
挽緊,túi-ân,tui2-an5,k10,拉緊,,汕頭話讀本,
挽風,túi-huang,tui2-huang1,k10,搧風,,汕頭話讀本,
捔掉,ka̍k-tiàu,kak8-tiau3,k10,丟掉,throw away,汕頭話讀本,
捘掉,tsũn-tiàu,tsun6-tiau3,k10,扭去,wrench,汕頭話讀本,
捧擎,khâng-khiâ,khang5-khia5,k10,捧拿,attend,汕頭話讀本,
捬着,hú--tie̍h,hu2--tieh8,k10,沾到,stain,汕頭話讀本,
掃帚,sàu-siú,sau3-siu2,k00,掃帚,broom|a broom,汕頭話讀本,
掃帚星,sàu-soi-chheⁿ,sau3-soi1-chhenn1,k10,彗星,comet,汕頭話讀本,
掃灰水,sàu-hue-tsúi,sau3-hue1-tsui2,k10,粉刷,whitewash,汕頭話讀本,
掃箒,sàu-siú,sau3-siu2,k00,掃帚,,汕頭話讀本,起居|物件
掃菷星,sàu-soi-chheⁿ,sau3-soi1-chhenn1,k10,彗星,,汕頭話讀本,天地
掌,chién,chien2,k00,看,care,汕頭話讀本,人|行動
掌更儂,chiéⁿ-keⁿ-nâng,chienn2-kenn1-nang5,k00,守夜人,,汕頭話讀本,職業
掌櫃,chiáng-kūiⁿ,chiang2-kuinn7,k20,收銀員,a cashier,汕頭話讀本,職業|經商
掌管,chiáng-kuán,chiang2-kuan2,k10,掌管,superintend,汕頭話讀本,
掌羊个儂,chiéⁿ-iêⁿ--kâi-nâng,chienn2-ienn5--kai5-nang5,k10,守羊的人,,汕頭話讀本,
排回,pâi-hûe,pai5-hue5,k10,常常,commonly,汕頭話讀本,
排場,pâi-chhiâng,pai5-chhiang5,k10,華麗,"gorgeous, well dressed",汕頭話讀本,打扮
排年,pâi-ni,pai5-ni1,k10,年年,yearly,汕頭話讀本,時日
排日,pâi-ji̍t,pai5-jit8,k10,天天,every day,汕頭話讀本,時日
排時,pâi-sî,pai5-si5,k10,常常,commonly,汕頭話讀本,
排比,pâi-pí,pai5-pi2,k00,安排,arrange,汕頭話讀本,人|行動
排趟,pâi-tńg,pai5-tng2,k10,常常,commonly,汕頭話讀本,
排轉,pâi-tńg,pai5-tng2,k10,常常,usual,汕頭話讀本,
掗折,á-chi̍h,a2-chih8,k10,折斷,break asunder,汕頭話讀本,
掘,ku̍t,kut8,k00,剷,dig,汕頭話讀本,飲食
掛,kuà,kua3,k00,戴,"wear, as a ring|wear",汕頭話讀本,打扮
掛慮,khuà-lṳ̃,khua3-lur6,k10,憂慮,anxiety,汕頭話讀本,人|行動
掛着,khuà--tie̍h,khua3--tieh8,k10,擱淺,aground,汕頭話讀本,
掛紙,kùe-tsuá,kue3-tsua2,k00,掃墓,,汕頭話讀本,宗教
掛馬鞍,kuà-beⁿ-uaⁿ,kua3-benn1-uann1,k10,上馬鞍,saddle to,汕頭話讀本,
掠,lia̍h,liah8,k00,抓,arrest|catch|span,汕頭話讀本,人|行動
掠舵,lia̍h-tuã,liah8-tua6,k00,掌舵,to steer|steersman,汕頭話讀本,職業|行船
探問,thàm-mn̄g,tham3-mng7,k00,詢問,inquire,汕頭話讀本,人|行動
探囝,thàm-kiáⁿ,tham3-kiann2,k10,探子,spy,汕頭話讀本,
插儂个事,tshap-nâng-kâi-sṳ̄,tshap4-nang5-kai5-sur7,k10,多管閒事,,汕頭話讀本,
插會,tshap-hũe,tshap4-hue6,k10,入會,society to join,汕頭話讀本,
插羼,tshah-tshãn,tshah4-tshan6,k10,爭前,,,人|行動
揖早,ip-tsã,ip4-tsa6,k10,作揖,bow with two hands together on the chest,汕頭話讀本,
換,uāⁿ,uann7,k00,改變,change|exchange,汕頭話讀本,入門
換衫褲,uāⁿ-saⁿ-khòu,uann7-sann1-khou3,k10,換衣服,dress,汕頭話讀本,
揭算盤,kiah-sǹg-puâⁿ,kiah4-sng3-puann5,k10,打算盤,to reckon on the abacus,汕頭話讀本,
損病,sùn-pēⁿ,sun3-penn7,k10,肺癆,consumption,汕頭話讀本,健康
搖掉,hìⁿ-tiàu,hinn3-tiau3,k10,搖掉,shake off,汕頭話讀本,
搖籃,iê-nâⁿ,ie5-nann5,k10,搖籃,cradle,汕頭話讀本,
搖籤,lok-chhiam,lok4-chhiam1,k10,搖籤,divination by bamboo slips,汕頭話讀本,
搖鐘,iẽ-cheng,ie6-cheng1,k10,搖鐘,"ring, to",汕頭話讀本,
搖鼓,iê-kóu,ie5-kou2,k10,搖鼓,hawkers,汕頭話讀本,
搭客,tah-kheh,tah4-kheh4,k10,乘客,passenger,汕頭話讀本,
搭布帆,tah-pòu-phâng,tah4-pou3-phang5,k10,搭帳篷,tent,汕頭話讀本,
搭金,tah-kim,tah4-kim1,k10,鍍金,gild,汕頭話讀本,
搶剝,chhiéⁿ-pak,chhienn2-pak4,k10,搶劫,rob|robbery,汕頭話讀本,
携,kuãⁿ,kuann6,k00,提,,汕頭話讀本,人|行動
携餉,khieh-hiàng,khieh4-hiang3,k10,收稅,,汕頭話讀本,職業|經商
摒掉,phîn-tiàu,phin5-tiau3,k10,丟掉,throw away,汕頭話讀本,
摒擋,pin-tǹg,pin1-tng3,k10,嘲笑,tease,汕頭話讀本,
摺痕,chih-tsūe,chih4-tsue7,k10,摺痕,to them,汕頭話讀本,
撈,lã,la6,k00,足夠,,汕頭話讀本,入門
撒,suah,suah4,k00,撒,,考釋,飲食
撞枳,thn̄g-chí,thng7-chi2,k20,桌球,"billiards, (to play.)",汕頭話讀本,起居|物件
撫院,bú-īⁿ,bu2-inn7,k10,撫院,lieut. governor of a province,汕頭話讀本,
播種,iā-chéng,ia7-cheng2,k10,播種,sow to,汕頭話讀本,
撰食,tsũn-chia̍h,tsun6-chiah8,k10,榨取,squeeze money,汕頭話讀本,
撼掉,hám-tiàu,ham2-tiau3,k10,扔掉,throw away,汕頭話讀本,
擂腰,tûi-ie,tui5-ie1,k10,捶背,shampoo,汕頭話讀本,
擋毋條,tòng-m̃-tiâu,tong3-m6-tiau5,k10,受不了,bear,汕頭話讀本,
操練,tshau-liēn,tshau1-lien7,k10,操練,drill,汕頭話讀本,
擔承,tam-sêng,tam1-seng5,k00,承擔,bail|surety|security,汕頭話讀本,法律
擔擔,taⁿ-tàⁿ,tann1-tann3,k10,擔擔子,burden carry a|coolie,汕頭話讀本,
擔枷,taⁿ-kê,tann1-ke5,k00,戴上枷鎖,cangue wear a,汕頭話讀本,法律
擔認,tam-jīn,tam1-jin7,k10,承擔,surety,汕頭話讀本,
擲喉,tẽⁿ-âu,tenn6-au5,k10,鎖喉,throttle,汕頭話讀本,
擲掉,sek-tiàu,sek4-tiau3,k10,扔掉,throw away,汕頭話讀本,
擺弄,pa-lói,pa1-loi2,k10,戲弄,annoy|tease,汕頭話讀本,
擺弄好,pa-lói-hó,pa1-loi2-ho2,k10,修理好,repair,汕頭話讀本,
攏總,lóng-tsóng,long2-tsong2,k00,總共,altogether|total|all,汕頭話讀本,入門
攏總算,lóng-tsóng-sǹg,long2-tsong2-sng3,k10,合計,sum,汕頭話讀本,
攝囝,nih-kiáⁿ,nih4-kiann2,k10,攝子,pincers,汕頭話讀本,
攝目,nih-ma̍k,nih4-mak8,k10,眨眼,wink,汕頭話讀本,
攪着,tsak--tie̍h,tsak4--tieh8,k10,攪擾到,stun,汕頭話讀本,
攬儎字,nám-tsāi-jī,nam2-tsai7-ji7,k00,提貨單,bill of lading,汕頭話讀本,職業|經商
收冬,siu-tang,siu1-tang1,k10,收穫,reap,汕頭話讀本,
收單,siu-tuaⁿ,siu1-tuann1,k10,收據,a receipt,汕頭話讀本,職業|經商
收帆,siu-phâng,siu1-phang5,k00,收帆,to furl sail,汕頭話讀本,職業|行船
收拾,siu-si̍p,siu1-sip8,k10,收拾,dress finely|repair,汕頭話讀本,
收數,siu-siàu,siu1-siau3,k00,收賬,to collect accounts|a billcollector,汕頭話讀本,職業|經商
收監,siu-kam,siu1-kam1,k10,收監,imprison,汕頭話讀本,
改變,kói-pìⁿ,koi2-pinn3,k10,改變,repent,汕頭話讀本,
放假,pàng-ké,pang3-ke2,k10,放假,vacation,汕頭話讀本,
放掉,pàng-tiàu,pang3-tiau3,k10,放掉,abandon,汕頭話讀本,
放此塊,pàng--chié,pang3--chie2,k10,放這裏,put it here,汕頭話讀本,
放火,pàng-húe,pang3-hue2,k10,放火,arson,汕頭話讀本,
放生債,pàng-seⁿ-chè,pang3-senn1-che3,k10,放債人,money lender,汕頭話讀本,
放生數,pàng-seⁿ-siàu,pang3-senn1-siau3,k10,放債人,money lender,汕頭話讀本,
放肆,huàng-sṳ̀,huang3-sur3,k10,放肆,impertinent|rude,汕頭話讀本,
放血,pàng-àng,pang3-ang3,k10,放血,dysentery,汕頭話讀本,
放親,pàng-chhin,pang3-chhin1,k10,許配,betroth a girl to a person,汕頭話讀本,
故此,kù-tshṳ́,ku3-tshur2,k10,所以,therefore,汕頭話讀本,
救主,kiù-tsú,kiu3-tsu2,k10,救世主,saviaur,汕頭話讀本,
敗,phái,phai2,k00,壞,,汕頭話讀本,入門
教會熟,kà-õi-se̍k,ka3-oi6-sek8,k10,容易教,docile,汕頭話讀本,
敬重,kèng-tõng,keng3-tong6,k10,敬重,esteem|respect,汕頭話讀本,
敲破,khà-phnà,kha3-phna3,k10,敲破,break as crockery ware,汕頭話讀本,
敲算盤,khà-sǹg-puâⁿ,kha3-sng3-puann5,k10,敲算盤,to reckon on the abacus,汕頭話讀本,
敲電報,khà-tiẽn-pò,kha3-tien6-po3,k10,敲電報,telegraph,汕頭話讀本,
整理,chiáⁿ-lí,chiann2-li2,k10,整理,mend|repair,汕頭話讀本,
數目,siàu-ba̍k,siau3-bak8,k10,數目,an account,汕頭話讀本,
數簿,siàu-phõu,siau3-phou6,k10,賬本,an account book,汕頭話讀本,職業|經商
文官,bûn-kuaⁿ,bun5-kuann1,k10,文官,mandarin civil,汕頭話讀本,
文章,bũn-chieⁿ,bun6-chienn1,k10,文章,composition,汕頭話讀本,
料理,liāu-lí,liau7-li2,k10,料理,manage,汕頭話讀本,
斜目鳥,siâ-ma̍k-chiáu,sia5-mak8-chiau2,k10,斜視眼,squinting,汕頭話讀本,
斜紋,siâ-bûn,sia5-bun5,k10,斜紋,calico,汕頭話讀本,
斜莪圓,siâ-gō-îⁿ,sia5-go7-inn5,k10,西米,sago in pills,汕頭話讀本,
斜莪粉,siâ-gō-hún,sia5-go7-hun2,k20,西米,sago,汕頭話讀本,植物|蔬菓
斟酌,pheⁿ-phah,phenn1-phah4,k10,斟酌,consider,汕頭話讀本,
斡轉頭,ut-tńg-thâu,ut4-tng2-thau5,k10,轉頭,turn the head,汕頭話讀本,
斧頭,póu-tháu,pou2-thau2,k00,斧頭,an axe,汕頭話讀本,起居|物件
斫脞,tok-tshō,tok4-tsho7,k10,剁碎,to mince,汕頭話讀本,
斬頭,tsám-thâu,tsam2-thau5,k10,斬頭,behead,汕頭話讀本,
新人,sin-nâng,sin1-nang5,k20,新娘,,考釋,
新儂,sin-nâng,sin1-nang5,k20,新娘,bride,汕頭話讀本,活動|喜事
新儂爹,sin-nâng-tia,sin1-nang5-tia1,k20,新郎倌,bridegroom,汕頭話讀本,活動|喜事
新娘,sin-niêⁿ,sin1-nienn5,k10,新娘,bride,汕頭話讀本,
新婦,sin-pũ,sin1-pu6,k00,媳婦,son's wife,考釋,人|稱呼
新約,sin-ieh,sin1-ieh4,k10,新約,new testament,汕頭話讀本,
新聞,sin-bũn,sin1-bun6,k10,新聞,news,汕頭話讀本,
新聞紙,sin-bũn-tsuá,sin1-bun6-tsua2,k20,報紙,newspaper,汕頭話讀本,職業|經商
斷氣,tñg-khùi,tng6-khui3,k00,斷氣,expire|to expire,汕頭話讀本,健康
方刀,pang-to,pang1-to1,k10,方刀,a chopper,汕頭話讀本,
施爲,si-ûi,si1-ui5,k20,辦法,,考釋,入門
施米,si-bí,si1-bi2,k10,施米,"alms, to give",汕頭話讀本,
旗杆,kî-kuaⁿ,ki5-kuann1,k10,旗杆,a flagstaff,汕頭話讀本,
日子,ji̍t-chí,jit8-chi2,k00,日期,dates,汕頭話讀本,時日
日日,ji̍t-ji̍t,jit8-jit8,k00,天天,every day,汕頭話讀本,時日
日旰,ji̍t-kuà,jit8-kua3,k10,白天,,汕頭話讀本,時日
日晝,ji̍t-tàu,jit8-tau3,k00,中午,midday|noon,汕頭話讀本,時日
日清,ji̍t-chheng,jit8-chheng1,k20,日記本,a daybook,汕頭話讀本,職業|經商
日蝕,ji̍t si̍h,jit8 sih8,k00,日食,an eclipse of the sun,汕頭話讀本,天地
日規,ji̍t-kui,jit8-kui1,k10,日規,dial,汕頭話讀本,
日逐,ji̍t-to̍k,jit8-tok8,k10,日逐,a roughday book,汕頭話讀本,
日間,ji̍t--kuà,jit8--kua3,k10,日間,in the day,汕頭話讀本,
早早,tsá-tsá,tsa2-tsa2,k10,早早,very early,汕頭話讀本,
早晨,tsá-sîn,tsa2-sin5,k10,早晨,early in the morning,汕頭話讀本,
早起,tsáu-khí,tsau2-khi2,k00,起床,,考釋,起居
旺梨,uâng-lâi,uang5-lai5,k00,鳳梨,pineapple,汕頭話讀本,植物|蔬菓
明年,mê-nî,me5-ni5,k00,明年,next year,汕頭話讀本,時日
明旦瞑起,mà-mêng-khí,ma3-meng5-khi2,k00,明天早上,,汕頭話讀本,
明旦起,mà-khí,ma3-khi2,k00,明天,tomorrow,汕頭話讀本,時日
明白,mêng-pe̍h,meng5-peh8,k10,明白,clear as affairs|distinct|plain|understand|clear; (of affairs.)|clear,汕頭話讀本,
易,kōi,koi7,k00,容易,easy,汕頭話讀本,入門
映目,iàng-ma̍k,iang3-mak8,k10,眩目,dazzle,汕頭話讀本,
昨日,tsa-ji̍t,tsa1-jit8,k00,昨天,yesterday,汕頭話讀本,時日
昨暝,tsa-mê,tsa1-me5,k00,昨夜,,汕頭話讀本,時日
是乜,sĩ-mih,si6-mih4,k10,是什麼,what,汕頭話讀本,
時令,sî-lẽng,si5-leng6,k10,時令,plague,汕頭話讀本,
時辰,sî-sîn,si5-sin5,k10,時辰,hour chinese,汕頭話讀本,
時鏢,sî-pie,si5-pie1,k10,手錶,a watch,汕頭話讀本,打扮
時鐘,sî-cheng,si5-cheng1,k10,時鐘,clock|a clock,汕頭話讀本,
時鐘墜,sî-cheng-thūi,si5-cheng1-thui7,k10,鐘擺,pendulum,汕頭話讀本,
晏,uáⁿ,uann2,k00,晚,,汕頭話讀本,時日
晚餐,mńg-tshan,mng2-tshan1,k10,晚餐,lord supper,汕頭話讀本,
普天下,phóu-thiⁿ-ẽ,phou2-thinn1-e6,k10,普天下,world all the,汕頭話讀本,
普天踋下,phóu-thiⁿ-kha-ẽ,phou2-thinn1-kha1-e6,k10,普天下,,汕頭話讀本,
晾衫,lā-saⁿ,la7-sann1,k10,晾衣服,air clothes,汕頭話讀本,
暍着暑,hiak-tie̍h-sú,hiak4-tieh8-su2,k00,中暑,,考釋,健康
暖爐,zuán-lôu,zuan2-lou5,k00,火鍋,,考釋,飲食|物件
暗號,àm-hō,am3-ho7,k10,暗號,sign secret,汕頭話讀本,
暗靜,àm-chẽⁿ,am3-chenn6,k10,靜靜,privately|secret|private,汕頭話讀本,
暗靜呾,àm-chẽⁿ-tàⁿ,am3-chenn6-tann3,k10,偷偷地說,whisper,汕頭話讀本,
暝旰,mê-kuà,me5-kua3,k10,夜間,,汕頭話讀本,
暝昏,mê-hng,me5-hng1,k00,晚上,,汕頭話讀本,時日
暝昏囝,mê-hng-kiáⁿ,me5-hng1-kiann2,k00,傍晚,,汕頭話讀本,時日
暫時,chiām-sí,chiam7-si2,k10,暫時,short time,汕頭話讀本,
曆日,la̍h-ji̍t,lah8-jit8,k10,日曆,almanac,汕頭話讀本,
曉,hiáu,hiau2,k00,明白,understand,汕頭話讀本,人|行動
曉情理,hiáu-chhêng-lí,hiau2-chheng5-li2,k10,通情達理,civil,汕頭話讀本,
曝,pha̍k,phak8,k00,曬,dry,汕頭話讀本,飲食
曳手,ia̍h-chhiú,iah8-chhiu2,k00,招手,beckon,汕頭話讀本,人|行動
更好,kèng-hó,keng3-ho2,k10,更好,better,汕頭話讀本,
書冊,tsṳ-chheh,tsur1-chheh4,k10,書本,book,汕頭話讀本,
書櫥,tsṳ-tû,tsur1-tu5,k10,書櫃,bookcase,汕頭話讀本,
書金,tsṳ-kim,tsur1-kim1,k10,學費,fee,汕頭話讀本,
書院,tsṳ-īⁿ,tsur1-inn7,k10,書院,college,汕頭話讀本,
書齋,tsṳ-che,tsur1-che1,k10,書齋,school,汕頭話讀本,
曾孫,cheng-sun,cheng1-sun1,k10,曾孫,son's son's son,汕頭話讀本,
曾走孫,cheng-tsáu-sun,cheng1-tsau2-sun1,k10,曾孫女,son's son's daughter,汕頭話讀本,
會得,õi-tit,oi6-tit4,k10,能夠,can,汕頭話讀本,
會着火,õi-to̍h-húe,oi6-toh8-hue2,k10,會着火,combustible,汕頭話讀本,
會能做得,ōi--lêng-tsò-tit,oi7--leng5-tso3-tit4,k10,能夠做,,汕頭話讀本,
會面,hũe-mīn,hue6-min7,k10,見面,interview,汕頭話讀本,
會食,õi-chia̍h,oi6-chiah8,k10,能吃,appetite,汕頭話讀本,
月囝,gu̍eh-kiáⁿ,gueh8-kiann2,k10,重利,usury,汕頭話讀本,
月月,gu̍eh-gu̍eh,gueh8-gueh8,k10,每月,monthly,汕頭話讀本,
月蝕,gu̍eh si̍h,gueh8 sih8,k00,月食,an eclipse of the moon,汕頭話讀本,天地
月記,gu̍eh-kì,gueh8-ki3,k00,月季,rose,汕頭話讀本,植物
有亞無,ũ a-bô,u6 a1-bo5,k00,有沒有,,汕頭話讀本,入門
有力,ũ-la̍t,u6-lat8,k10,有力,strong,汕頭話讀本,
有孝,ũ-hàu,u6-hau3,k10,有孝,filial,汕頭話讀本,
有干涉,ũ-kan-sia̍p,u6-kan1-siap8,k10,有干涉,concern,汕頭話讀本,
有年歲,ũ-nî-hùe,u6-ni5-hue3,k10,有年歲,old,汕頭話讀本,
有影,ũ-iáⁿ,u6-iann2,k10,真實,true,汕頭話讀本,
有心事,ũ-sim-sṳ̄,u6-sim1-sur7,k10,有心事,cunning,汕頭話讀本,
有用,ŭ1-ēng,ŭ1-eng7,k10,有用,useful,汕頭話讀本,
有禮,ũ-lói,u6-loi2,k10,有禮貌,polite,汕頭話讀本,
有罪,ũ-tsũe,u6-tsue6,k10,有罪,guilty,汕頭話讀本,
有胆,ũ-táⁿ,u6-tann2,k10,有胆量,brave,汕頭話讀本,
有胎,ũ-tho,u6-tho1,k10,懷孕,pregnant,汕頭話讀本,
有能爲,ũ-lêng-ûi,u6-leng5-ui5,k10,有能力,afford,汕頭話讀本,
有補,ũ-póu,u6-pou2,k10,有營養,nutritiaus,汕頭話讀本,
有身份,ũ-sin-hūn,u6-sin1-hun7,k10,懷孕,pregnant,汕頭話讀本,
有錢,ũ-chîⁿ,u6-chinn5,k10,有錢,rich,汕頭話讀本,
朋友,phêng-iú,pheng5-iu2,k10,朋友,acquaintance|friend,汕頭話讀本,
服色,ho̍k-sek,hok8-sek4,k10,服色,clothes nice coloured|coloured clothes,汕頭話讀本,
朝廷,chhiâu-thêng,chhiau5-theng5,k10,朝廷,government,汕頭話讀本,
朥,lâ,la5,k00,脂肪,fat,汕頭話讀本,人|身體
木耳,ba̍k-zṳ́,bak8-zur2,k10,木耳,boletus,汕頭話讀本,
木虱,ba̍k-sat,bak8-sat4,k00,臭蟲,bug,汕頭話讀本,動物|蟲
未,būe,bue7,k00,沒,not yet|he hasn't,汕頭話讀本,入門
末,bua̍h,buah8,k00,粉,,汕頭話讀本,飲食
本事,pún-sṳ̃,pun2-sur6,k10,本事,ability,汕頭話讀本,
本來,pńg-lâi,png2-lai5,k10,本來,originally,汕頭話讀本,
本分,pńg-hūn,png2-hun7,k00,義務,duty|duties,汕頭話讀本,法律
