teochew_puj_flat,teochew_puj,teochew,mandarin,en
sin nang5,sin-nâng,新人,新娘,
sin nang5 tia,sin-nâng-tia,新儂爹,新郎倌,
sin nang5 tia,sin-nâng-tia,新人爹,新郎倌,
sin nienn5,sin-niêⁿ,新娘,新娘,
sin pu6,sin-pũ,新婦,媳婦,
sin senn,sin-seⁿ,先生,醫生,
sin si,sin-si,身屍,屍體,
sin toi2 sann,sin-tói-saⁿ,身底衫,襯衫,
sin3 kuan,sìn-kuan,信關,郵局,
sin3 liam6,sìn-liãm,信念,,
sin3 phue5,sìn-phûe,信皮,信封,
sin5 hu6,sîn-hũ,神父,神父,
sin5 kham,sîn-kham,神龕,神龕,
sin5 meng5,sîn-mêng,神明,神明,
sin5 si,sîn-si,神詩,神詩,
sin5 tshai2,sîn-tshái,神采,,
sin5 tsui2,sîn tsúi,承水,,
sin7 ur5,sīn-ṳ̂,剩餘,,
siou2 iann2,sióu-iáⁿ,小影,相片,
siou2 li2,sióu-lí,少禮,羞恥,
siou3 bak8,siòu-ba̍k,數目,數目,
siou3 ninn5,siòu-nîⁿ,少年,少年,
siou3 phou6,siòu-phõu,數簿,賬本,
sit chiet,sit-chiet,失節,,
sit ieh,sit-ieh,失約,失約,
sit loh8,sit-lo̍h,失落,失落,
sit sin3,sit-sìn,失信,失信,
sit8 i3,si̍t-ì,實意,真意,
sit8 sim,si̍t-sim,實心,真心,
siu kam,siu-kam,收監,收監,
siu phang5,siu-phâng,收帆,收帆,
siu sim,siu-sim,修心,仁慈,
siu siou3,siu-siòu,收數,收款,
siu sip8,siu-si̍p,修拾,修拾,
siu sip8,siu-si̍p,收拾,收拾,
siu tang,siu-tang,收冬,收穫,
siu tuann,siu-tuaⁿ,收單,收據,
siu uak8,siu-ua̍k,收穫,,
siu2 kua2,siú-kuá,守寡,守寡,
siu3 hue,siù-hue,繡花,繡花,
siu3 tsai5,siù-tsâi,秀才,,
siu6 iu6,siũ-iũ,受賄,受賄,
siu6 khou2,siũ-khóu,受苦,受苦,
sng kann,sng-kaⁿ,酸柑,酸柑,
sng tshai3,sng-tshài,酸菜,酸菜,
sng2,sńg,耍,玩,
sng2 siou3,sńg-siòu,算數,算數,
sng3 bua5,sǹg-buâ,算埋,加,
sng3 hiah,sǹg-hiah,算歇,算歇,
sng3 puann5,sǹg-puâⁿ,算盤,算盤,
sng3 thau5,sǹg-thâu,蒜頭,蒜頭,
so kiann2,so-kiáⁿ,梭囝,梭子,
so2 hui3,só-hùi,所費,花費,
so2 hui3 tua7,só-hùi-tuā,所費大,花費大,
so2 inn2,só-íⁿ,所以,所以,
so2 si5,só-sî,鎖匙,鑰匙,
so2 thau5,só-thâu,鎖頭,鎖頭,
soh bo7,soh-bō,雪帽,雪帽,
soh kann,soh-kaⁿ,雪柑,雪柑,
soh kiann2,soh-kiáⁿ,索囝,繩子,
soh soh peh8,soh-soh-pe̍h,雪雪白,雪白,
soi2 chhiu2 pue,sói-chhiú-pue,洗手杯,洗手杯,
soi2 ek8,sói-e̍k,洗浴,洗澡,
soi2 ek8 pang5,sói-e̍k-pâng,洗浴房,浴室,
soi2 ek8 penn5,sói-e̍k-pêⁿ,洗浴棚,洗澡棚,
soi2 ek8 thang2,sói-e̍k-tháng,洗浴桶,洗澡盆,
soi2 loi2,sói-lói,洗禮,洗禮,
soi3 i5,sòi-î,細姨,小姨,
soi3 ji7,sòi-jī,細字,仔細,
soi3 kiann2,sòi-kiáⁿ,細囝,小兒子,
soi3 kou,sòi-kou,細姑,小姑,
soi3 ku6,sòi-kũ,細舅,小舅,
soi3 kuann,sòi-kuaⁿ,細官,小官,
soi3 siang5,sòi-siâng,細詳,細詳,
soi3 ti3,sòi-tì,細緻,,
soinn tsou2,soiⁿ-tsóu,先祖,先祖,
sok kim,sok-kim,束金,學費,
sok lut8,sok-lu̍t,速率,,
sok8 gur2,so̍k-gṳ́,俗語,俗語,
sok8 tsue6,so̍k-tsũe,贖罪,贖罪,
sok8 ur,so̍k-ṳ,屬於,,
song2 khuai3,sóng-khuài,爽快,歡快,
song5 chhiu7,sông-chhiū,松樹,,
song6 sur,sõng-sṳ,訟師,律師,
sou chhenn2,sou-chhéⁿ,甦醒,,
sou chiu,sou-chiu,蘇州,,
su iann5,su-iâⁿ,輸贏,比賽,
su2 lai5,sú--lâi,訴來,訴來,
sua hur5,sua-hṳ̂,鯊魚,鯊魚,
sua menn,sua-meⁿ,沙蜢,蜻蜓,
sua pa3,sua-pà,沙埧,沙灘,
suah,suah,撒,撒,
suan hua,suan-hua,諠譁,,
suan hua,suan-hua,諠嘩,,
suan pu3,suan-pù,宣佈,,
suan2 puat8,suán-pua̍t,選拔,,
suan5 tsuan2,suân-tsuán,旋轉,,
suan6 jie7,suãn jiē,旋尿,,
suann ienn5,suaⁿ-iêⁿ,山羊,山羊,
suann kau,suaⁿ-kau,山溝,山溝,
suann khang,suaⁿ-khang,山空,山洞,
suann khenn,suaⁿ-kheⁿ,山坑,山坑,
suann koi,suaⁿ-koi,山雞,山雞,
suann kok,suaⁿ-kok,山谷,,
suann lai6,suaⁿ-lãi,山內,山裏,
suann nang5,suaⁿ-nâng,山儂,山人,
suann nang5,suaⁿ-nâng,山人,山人,
suann ngak8,suaⁿ-nga̍k,山嶽,,
suann o,suaⁿ-o,山阿,,
suann tang lai5,suaⁿ-tang-lâi,山東梨,山東梨,
suann tshuan,suaⁿ-tshuan,山川,,
suann tsui2,suaⁿ-tsúi,山水,山水,
suann2 ngiap8,suáⁿ-ngia̍p,產業,產業,
suann3 soh,suàⁿ-soh,線索,線索,
sue phi5,sue-phî,衰疲,萎靡,
sue sap,sue-sap,衰颯,萎靡,
sue3 bu6 si,sùe-bũ-si,稅務司,稅務局,
sueh hue tsui2,sueh-hue-tsúi,刷灰水,粉刷,
suh,suh,欶,吮吸,
sui jien5,sui-jiên,雖然,雖然,
sui5 si5,sûi-sî,隨時,隨時,
sun pu6,sun-pũ,孫婦,姪媳婦,
sun3 penn7,sùn-pēⁿ,損病,肺癆,
sun5 hue5,sûn-hûe,巡迴,,
sun6 huang,sũn-huang,順風,順風,
sun6 lau5,sũn-lâu,順流,順流,
sur nienn5 seng5,sṳ-niêⁿ-sêng,思量成,談成,
sur3 hok,sṳ̀-hok,賜福,祝福,
sur5 hue6,sṳ̂-hũe,詞彙,,
sur5 tien2,sṳ̂-tién,辭典,,
sur5 tng5,sṳ̂-tn̂g,祠堂,祠堂,
sur6 li2,sṳ̃-lí,事理,料理,
sur6 li2,sṳ̃-lí,修理,修理,
sur7 bu6,sṳ̄-bũ,事務,事務,
sur7 ngiap8,sṳ̄-ngia̍p,事業,事業,
sur7 tsoi7,sṳ̄-tsōi,事㩼,事多,
ta ke,ta-ke,大家,大家,
ta ke,ta-ke,大家,婆婆,
ta ke kuann,ta-ke-kuaⁿ,大家官,公婆,
ta kuann,ta-kuaⁿ,大官,,
ta kuann,ta-kuaⁿ,大官,公公,
ta pou,ta-pou,丈夫,男人,
ta pou kiann2,ta-pou-kiáⁿ,丈夫囝,男孩,
ta2 pan3,tá-pàn,打扮,打扮,
ta2 tiap8,tá-tia̍p,打疊,折磨,
ta2 tiap8,tá-tia̍p,打揲,折磨,
tah kheh,tah-kheh,搭客,乘客,
tah kim,tah-kim,搭金,鍍金,
tah pou3 phang5,tah-pòu-phâng,搭布帆,搭帳篷,
tah pue3,tah-pùe,答背,背心,
tah8 pou3,ta̍h-pòu,踏布,踏布,
tah8 tih8,ta̍h-ti̍h,譗𧫡,囉嗦,
tai6 chhin,tãi-chhin,太臣,太臣,
tai6 ieh,tãi-ieh,大約,,
tai6 jin5,tãi-jîn,大人,,
tai6 jin5,tãi-jîn,大人,大人,
tai6 ke,tãi-ke,大家,大家,
tai6 kong,tãi-kong,舵工,舵手,
tai7 chhin5,tāi-chhîn,大臣,大臣,
tai7 chi3,tāi-chì,事誌,,
tai7 pue7,tāi-pūe,玳瑁,玳瑁,
tak nng7,tak-nn̄g,遭塌,浪費,
tak thau5,tak-thâu,點頭,點頭,
tak8 ieh8,ta̍k-ie̍h,毒藥,毒藥,
tam jin7,tam-jīn,擔認,承擔,
tam seng5,tam-sêng,擔承,承擔;保釋,
tam6 poh8,tãm-po̍h,淡泊,,
tan po2,tan-pó,擔保,,
tan po2,tan-pó,担保,,
tan2 thai6,tán-thãi,等待,,
tang chi3,tang-chì,冬至,冬至,
tang kue,tang-kue,冬瓜,冬瓜,
tang kue lou7,tang-kue-lōu,冬瓜露,冬瓜露,
tang poinn5,tang-pôiⁿ,東爿,東邊,
tang poinn5,tang-pôiⁿ,東畔,東邊,
tang seng,tang-seng,東昇,,
tang si,tang-si,東司,廁所,
tang2 ji7 ueh8,táng-jī-u̍eh,同字劃,族人,
tang5 ki,tâng-ki,童乩,童乩,
tang5 mng5,tâng-mn̂g,同門,連襟,
tang5 ngurn5,tâng-ngṳ̂n,銅銀,銅銀,
tang5 poh8,tâng-po̍h,銅薄,,
tang5 poh8,tâng-po̍h,銅薄,銅板,
tang5 sin,tâng-sin,童身,童乩,
tang5 suann3,tâng-suàⁿ,銅線,銅線,
tang5 tsoinn2,tâng-tsóiⁿ,銅指,頂針,
tang5 ue,tâng-ue,銅鍋,銅鍋,
tang6 ke3,tãng-kè,筒架,筒架,
tang6 lai7,tãng-lāi,重利,高利,
tang6 sienn,tãng-sieⁿ,重傷,重傷,
tang6 tang6 kng,tãng-tãng-kng,重重光,亮堂堂,
tang6 tann3,tãng-tàⁿ,重擔,重擔,
tang7 penn7,tāng-pēⁿ,重病,重病,
tann ke5,taⁿ-kê,擔枷,戴上枷鎖,
tann tann3,taⁿ-tàⁿ,擔擔,擔擔子,
tann3 bo5,tàⁿ-bô,呾無,否認,
tann3 sng2,tàⁿ-sńg,呾耍,開玩笑,
tann3 tsai,tàⁿ-tsai,呾知,告知,
tann3 tua7 ue7,tàⁿ-tuā-ūe,呾大話,說大話,
tann3 ue7,tàⁿ-ūe,呾話,說話,
tann6 tsui2,tãⁿ-tsúi,淡水,,
tap8 tap8 tih,ta̍p-ta̍p-tih,答答滴,答答滴,
tat8 chinn5,ta̍t-chîⁿ,值錢,值錢,
tat8 chinn5,ta̍t-chîⁿ,値錢,值錢,
tau kiann2,tau-kiáⁿ,兜囝,兒子,
tau sun,tau-sun,兜孫,孫子,
tau2 chinn hang5,táu-chiⁿ-hâng,倒錢行,找換店,
tau2 chinn5,táu-chîⁿ,倒錢,找錢,
tau2 toh kuinn7,táu-toh-kūiⁿ,倒桌櫃,找換店,
tau2 uann7,táu-uāⁿ,倒換,,
tau3 put zu5,tàu-put-zû,倒不如,,
tau3 tin7,tàu-tīn,鬥陣,,
tau3 tin7,tàu-tīn,鬦陣,,
tau6 thai5,tãu-thâi,道臺,道臺,
tau7 iu5,tāu-iû,豆油,花生油,
te5 bi2,tê-bí,茶米,茶葉,
te5 chi2 khou,tê-chí-khou,茶枳枯,茶枳枯,
te5 hue,tê-hue,茶花,茶花,
te5 ki2,tê-kí,茶几,,
te5 ki2,tê-kí,茶几,茶几,
te5 kuan3,tê-kuàn,茶罐,茶罐,
te5 si5,tê-sî,茶匙,茶匙,
te6 cheng,tẽ-cheng,茶盅,茶杯,
teh ki5,teh-kî,壓棋,下棋,
teh tang6,teh-tãng,壓重,壓重,
teh tieh8,teh--tie̍h,壓着,壓到,
tek chia3,tek-chià,竹蔗,白甘蔗,
tek inn2,tek-íⁿ,竹椅,竹椅,
tek khi3,tek-khì,竹器,竹器,
tek ko,tek-ko,竹篙,竹篙,
tek ko that,tek-ko-that,竹篙噠,舢舨,
tek pai5,tek-pâi,竹牌,竹排,
tek phau3,tek-phàu,竹炮,竹炮,
tek sun2,tek-sún,竹笋,竹笋,
tek8 kou2,te̍k-kóu,鹿牡,,
tek8 zong5,te̍k-zông,鹿茸,鹿茸,
teng chuann2,teng-chuáⁿ,燈盞,中式台燈,
teng hienn,teng-hieⁿ,丁香,丁香,
teng ka6,teng-kã,釘鉸,鉗子,
teng kat,teng-kat,癥結,,
teng khiu5,teng-khiû,徵求,,
teng ki,teng-ki,登基,登基,
teng nang5,teng-nâng,燈籠,燈籠,
teng sim,teng-sim,燈心,燈心,
teng tang,teng-tang,叮噹,,
teng tiau6,teng-tiãu,徵兆,,
teng tue3,teng-tùe,盯綴,照料,
teng tue3 kai5 nang5,teng-tùe--kâi-nâng,盯綴嘅儂,照料的人,
teng tue3 kai5 nang5,teng-tùe--kâi-nâng,盯綴嘅人,照料的人,
teng ui7,teng-ūi,登位,登位,
teng2 siam2,téng-siám,戥減,稱少,
teng3 kur jin5,tèng-kṳ-jîn,中舉人,中舉人,
teng3 soh,tèng-soh,椗索,錨索,
teng5 hok,têng-hok,重複,,
tenn3 m6 tsai,tèⁿ-m̃-tsai,假毋知,假裝不知道,
tenn3 m6 tsai,tèⁿ-m̃-tsai,假唔知,假裝不知道,
tenn6 au5,tẽⁿ-âu,擲喉,鎖喉,
thai2 ko,thái-ko,癩瘑,,
thai2 ko liou5,thái-ko-liôu,癩瘑寮,痲瘋病人聚居處,
thai3 ia5,thài-iâ,太爺,太爺,
thai3 pau2,thài-páu,太保,,
thai3 pheng5,thài-phêng,太平,太平,
thai3 tsur2,thài-tsṳ́,太子,太子,
thai5 gu5,thâi-gû,刣牛,殺牛,
thai5 iann5,thâi-iâⁿ,刣羸,戰羸,
thai5 nang5,thâi-nâng,刣儂,殺人,
thai5 nang5,thâi-nâng,刣人,殺人,
thai5 su,thâi-su,刣輸,戰敗,
thai5 tur,thâi-tṳ,刣豬,殺豬,
thai5 uan,thâi-uan,臺灣,,
thak8 chhim tsur,tha̍k-chhim-tsṳ,讀深書,讀深書,
thak8 keng,tha̍k-keng,讀經,誦經,
thak8 tsur nang5,tha̍k-tsṳ-nâng,讀書儂,讀書人,
thak8 tsur nang5,tha̍k-tsṳ-nâng,讀書人,讀書人,
thak8 tua7 tsur,tha̍k-tuā-tsṳ,讀大書,讀大書,
tham chiah8,tham-chia̍h,貪食,貪吃,
tham sim,tham-sim,貪心,貪心,
tham3 kiann2,thàm-kiáⁿ,探囝,探子,
tham3 mng7,thàm-mn̄g,探問,詢問,
tham5 hue,thâm hue,撣灰,,
tham5 hue,thâm hue,撢灰,,
tham7 phiu3,thām-phiù,失足,失足,
than2 tang6,thán-tãng,坦蕩,,
than3 chinn5,thàn chîⁿ,趁錢,,
thang2 puann5,tháng-puâⁿ,桶盤,托盤,
thang3 jit8,thàng-ji̍t,通日,整天,
thang3 kue3,thàng--kùe,通過,通過,
thang3 menn5,thàng-mêⁿ,通夜,整夜,
thang3 menn5,thàng-mêⁿ,通暝,整夜,
thang5 chi2 muenn7,thâng-chí-mūeⁿ,堂姊妹,堂姊妹,
thang5 hiann ti6,thâng-hiaⁿ-tĩ,堂兄弟,堂兄弟,
thang5 iu5,thâng-iû,桐油,桐油,
thang5 sun sai3,thâng-sun-sài,堂孫婿,堂孫婿,
that kiu5,that-kiû,踢球,踢球,
thau iam2,thau-iám,偷睒,偷看,
thau khieh8,thau-khie̍h,偷挈,偷拿,
thau khieh8,thau-khie̍h,盜取,盜取,
thau sai2 chinn5,thau-sái-chîⁿ,偷使錢,偷花錢,
thau tham3,thau-thàm,偷探,監視,
thau thoinn2,thau-thóiⁿ,偷睇,偷看,
thau thoinn2,thau-thóiⁿ,偷看,偷看,
thau tsau2,thau-tsáu,逃走,逃走,
thau2 khui3,tháu-khùi,㪗氣,透氣,
thau2 khui3,tháu-khùi,嘆氣,嘆氣,
thau2 pou3,tháu-pòu,頭布,頭巾,
thau3 tua7 huang,thàu-tuā-huang,透大風,起大風,
thau5 ke,thâu-ke,頭家,老闆,
thau5 khak,thâu-khak,頭殼,腦殼,
thau5 khak tshue2,thâu-khak-tshúe,頭殼髓,頭殼髓,
thau5 khak uann2,thâu-khak-uáⁿ,頭殼碗,腦殼,
thau5 kur5,thâu-kṳ̂,頭拒,頭拒,
thau5 lou7,thâu-lōu,頭路,工作,
thau5 mo5,thâu-mô,頭毛,頭髮,
thau5 monn5,thâu-môⁿ,頭毛,頭髮,
thau5 nang5,thâu-nâng,頭儂,頭目,
thau5 nang5,thâu-nâng,頭人,頭目,
thau5 tshai2,thâu-tshái,頭彩,頭彩,
theng3 tann3,thèng-tàⁿ,亂呾,亂說,
theng3 tsau6 hue3,thèng-tsãu-hùe,聽造化,憑造化,
theng3 tso3,thèng-tsò,亂做,,
theng6 ua2,thẽng uá,等我,,
thi3 khi3,thì-khì,滯氣,滯氣,
thi3 ni6,thì-nĩ,滯泥,,
thi3 thau5,thì-thâu,剃頭,理髮,
thi3 thau5 kiann2,thì-thâu-kiáⁿ,剃頭囝,理髮,
thi3 to,thì-to,剃刀,剃鬚刀,
thiah hue2 ki3,thiah-húe-kì,拆夥計,散夥,
thiam3 kha,thiàm-kha,蹴骹,跺腳,
thiam3 kha,thiàm-kha,蹴腳,跺腳,
thiang3 so2 iok8 ngan5,thiàng-só-io̍k-ngân,暢所欲言,,
thiann kinn3,thiaⁿ-kìⁿ,聽見,聽見,
thiann5 hin7,thiâⁿ-hīn,呈現,,
thiau3 thut,thiàu-thut,跳脫,脫俗,
thiau5 chiann2,thiâu-chiáⁿ,調整,,
thien bun5,thien-bûn,天文,天文,
thien kau2,thien-káu,天狗,天狗,
thien pheng5,thien-phêng,天平,天平,
thien senn,thien-seⁿ,天生,天生,
thien tsu2,thien-tsú,天主,天主,
thien tsu2 ka3,thien-tsú-kà,天主教,天主教,
thih chhiam5,thih-chhiâm,鐵鑽,鐵鑽,
thih kap buan7,thih-kap-buān,鐵甲萬,鐵甲萬,
thih kinn5,thih-kîⁿ,鐵鉗,鐵鉗,
thih kun3,thih-kùn,鐵棍,鐵棒,
thih lien7,thih-liēn,鐵鍊,鐵鍊,
thih ngiou,thih-ngiou,鐵貓,捕鼠器,
thih pe5,thih-pê,鐵鈀,鐵鈀,
thih pit,thih-pit,鐵筆,鋼筆,
thih si5,thih-sî,鐵匙,鐵勺,
thih teng,thih-teng,鐵釘,鐵釘,
thih thui5,thih-thûi,鐵錘,,
thih thui5,thih-thûi,鐵錘,鐵錘,
thih tsam6,thih-tsãm,鐵鏨,鐵鏨,
thih tshui3,thih-tshùi,鐵碎,鐵屑,
thin5 liet8,thîn-lie̍t,陳列,,
thinn e6,thiⁿ-ẽ,天下,天下,
thinn kan ti7 chinn,thiⁿ-kan-tī-chiⁿ,天干地支,,
thinn kng,thiⁿ-kng,天光,天亮,
thinn sai3,thiⁿ-sài,天師,天師,
thinn si2 uann6,thiⁿ-sí-uãⁿ,天時旱,天氣乾旱,
thinn si5,thiⁿ-sî,天時,天氣,
thinn tng5,thiⁿ-tn̂g,天堂,天堂,
thinn tuann5,thiⁿ-tuâⁿ,天壇,,
thit tho5,thit-thô,佚佗,遊玩,
thit tho5 mueh8,thit-thô-mu̍eh,佚佗物,玩物,
thiu hun3,thiu-hùn,抽分,佣金,
thiu kiam2,thiu-kiám,抽減,折扣,
thiu thiann3,thiu-thiàⁿ,抽痛,抽筋,
thng si5,thng-sî,湯匙,湯勺,
thng3 chiah kha,thǹg-chiah-kha,褪赤骹,打赤腳,
thng3 chiah kha,thǹg-chiah-kha,褪赤腳,打赤腳,
thng3 theh theh,thǹg-theh-theh,褪赤赤,脫光光,
thng5 kha3,thn̂g-khà,糖敲,糖果,
thng5 kuan3,thn̂g-kuàn,糖罐,糖罐,
thng5 liou7,thn̂g-liōu,糖料,糖果,
thng5 tsui2,thn̂g-tsúi,糖水,糖水,
thng7 chi2,thn̄g-chí,撞枳,桌球,
tho2 tang3,thó-tàng,妥當,穩妥,
tho2 than3,thó-thàn,討趁,討生活,
tho2 tng5,thó-tn̂g,退堂,退堂,
tho3 khui,thò-khui,退開,退開,
tho3 sek,thò-sek,褪色,褪色,
tho3 sek,thò-sek,退色,退色,
thoh kur2,thoh-kṳ́,托舉,,
thoi2 thiap,thói-thiap,體貼,體貼,
thoi3 li2,thòi-lí,代理,,
thoih cheh,thoih-cheh,代職,,
thoinn2 bo5 mak8,thóiⁿ-bô-ma̍k,睇無目,看不上,
thoinn2 bo5 mak8,thóiⁿ-bô-ma̍k,看無目,看不上,
thoinn2 khin,thóiⁿ-khin,睇輕,看輕,
thoinn2 khin,thóiⁿ-khin,看輕,看輕,
thoinn2 m6 chienn6,thóiⁿ-m̃-chiẽⁿ,睇毋上,看不上,
thoinn2 m6 chienn6,thóiⁿ-m̃-chiẽⁿ,看唔上,看不上,
thoinn2 siann3 phua5,thóiⁿ-siàⁿ-phuâ,睇聖婆,看聖婆,
thoinn2 siann3 phua5,thóiⁿ-siàⁿ-phuâ,看聖婆,看聖婆,
thoinn2 tong6,thóiⁿ-tõng,睇重,看重,
thoinn2 tong6,thóiⁿ-tõng,看重,看重,
thoinn2 tsur,thóiⁿ-tsṳ,睇書,看書,
thoinn2 tsur,thóiⁿ-tsṳ,看書,看書,
thoinn2 tsur pang5,thóiⁿ-tsṳ-pâng,睇書房,閱讀室,
thoinn2 tsur pang5,thóiⁿ-tsṳ-pâng,看書房,閱讀室,
thok chiann2,thok-chiáⁿ,禿掌,禿頂,
thong huang,thong-huang,通風,通風,
thong sin,thong-sin,通身,,
thong sur7,thong-sṳ̄,通事,口譯,
thong tsai,thong-tsai,通知,通知,
thong2 heng6,thóng-hẽng,寵幸,,
thong5 seng,thông-seng,童生,童生,
thong5huan,-thong5huan,幢幡,,
thou2 hun2,thóu-hún,塗粉,塗粉,
thou2 miann5,thóu-miâⁿ,土名,土名,
thou2 tham5,thóu-thâm,土談,土談,
thou2 thuann3 sai2,thóu-thuàⁿ-sái,塗炭屎,塗炭屎,
thou2 tshut,thóu-tshut,出,,
thou2 ue7,thóu-ūe,土話,土話,
thou3 sia3,thòu-sià,吐瀉,霍亂,
thou5 iu5,thôu-iû,塗油,塗油,
thou5 kha,thôu-kha,塗腳,,
thou5 kha,thôu-kha,塗骹,地板,
thou5 kha,thôu-kha,塗腳,地板,
thou5 muenn5,thôu-mûeⁿ,塗粥,泥巴,
thou5 phou2 si,thôu-phóu-si,巡檢司,巡檢司,
thou5 thau5,thôu-thâu,塗頭,無根據,
thou5 thuann3,thôu-thuàⁿ,塗炭,塗炭,
thu5 koi2,thû-kói,塗改,,
thua lui6,thua-lũi,拖累,,
thuan5 kat,thuân-kat,團結,,
thuan5 siu6,thuân-siũ,傳授,,
thuan5 to6 li2,thuân-tõ-lí,傳道理,傳教,
thuan5 to6 li2 kai5 nang5,thuân-tõ-lí--kâi-nâng,傳道理嘅儂,傳教士,
thuan5 to6 li2 kai5 nang5,thuân-tõ-lí--kâi-nâng,傳道理嘅人,傳教士,
thuann2 tshau2,thuáⁿ tsháu,鏟草,,
thun ien3,thun-ièn,吞嚥,,
thut cheh,thut-cheh,黜職,黜職,
thut ha3,thut-hà,脫孝,脫孝,
ti hu2,ti-hú,知府,知府,
ti ta5,ti-tâ,嘀嗒,嘀嗒,
ti tu,ti-tu,蜘蛛,蜘蛛,
ti tu si,ti-tu-si,蜘蛛絲,蜘蛛絲,
ti2 ah,tí-ah,抵押,,
ti2 gur6,tí-gṳ̃,抵禦,,
ti2 tang3,tí-tàng,抵擋,,
ti3 bo7,tì bō,戴帽,,
ti3 iann5,tì-iâⁿ,置營,紮營,
ti3 sai3,tì-sài,致使,,
ti5 chek8 kai5,tî-che̍k-kâi,底一个,哪一個,
ti5 kai5,tî-kâi,底个,,
ti5 kai5,tî-kâi,底个,哪個,
ti5 ko3,tî-kò,底塊,哪裏,
ti5 nang5,tî-nâng,底儂,誰,
ti5 nang5,tî-nâng,底人,誰,
ti5 poinn5,tî-pôiⁿ,底爿,,
ti5 poinn5,tî-pôiⁿ,底畔,,
ti5 si5,tî-sî,底時,底時,
ti5 tiang5,tî-tiâng,底誰,誰,
ti5 tiang5 kai5,tî-tiâng-kâi,底誰嘅,誰的,
ti6 tsur2,tĩ-tsṳ́,弟子,弟子,
ti7 gek8,tī-ge̍k,地獄,地獄,
ti7 hng,tī-hng,地方,地方,
ti7 kai3,tī-kài,地界,邊界,
ti7 kha,tī-kha,地骹,地基,
ti7 kha,tī-kha,地腳,地基,
ti7 li2,tī-lí,地理,地理,
ti7 tau7,tī-tāu,地豆,花生,
ti7 tiam2,tī-tiám,地點,,
ti7 tou5,tī-tôu,地圖,地圖,
tiah8 bi2,tia̍h-bí,䨀米,買米,
tiam jiam2,tiam-jiám,沾染,,
tiam2 bau2,tiám-báu,點卯,點名,
tiam2 cheng,tiám-cheng,點鐘,點鐘,
tiam2 kiann2,tiám-kiáⁿ,點囝,一點,
tiam2 sim,tiám-sim,點心,點心,
tiam2 tsan3,tiám-tsàn,點讚,,
tiam3 bua5,tiàm-buâ,坫埋,藏進,
tiam3 phou3,tiàm-phòu,店舖,店舖,
tiam5 ko,tiâm-ko,甜糕,果醬,
tiam5 liou7,tiâm-liōu,甜料,甜料,
tiam7 tiam7,tiām-tiām,恬恬,靜靜,
tian2,tián,展,炫耀,
tiang si5,tiang-sî,底當時,什麼時候,
tiann tieh8,tiaⁿ-tie̍h,碰着,碰着,
tiann5 bun5,tiâⁿ-bûn,呈文,,
tiann7 ngurn5,tiāⁿ-ngṳ̂n,定銀,定金,
tiann7 tieh8,tiāⁿ-tie̍h,定着,一定,
tiann7 tsue6,tiāⁿ-tsũe,定罪,定罪,
tiau khiak,tiau-khiak,刁厥,刁潑,
tiau tun3,tiau-tùn,刁蹬,刁難,
tiau3 teng,tiàu-teng,吊燈,,
tiau5 tiau5,tiâu-tiâu,條條,井然,
tiau5 tit8,tiâu-ti̍t,條直,有條理;穩妥,
tie5 chiu,tiê-chiu,潮州,,
tieh8 hue2 sie,tie̍h-húe-sie,着火燒,着火燒,
tieh8 miann7,tie̍h-miāⁿ,着命,着命,
tieh8 sua,tie̍h-sua,着痧,腹絞痛,
tien pua3,tien-puà,顛簸,,
tien pua3,tien-puà,顚簸,,
tien tau2,tien-táu,顛倒,,
tien tau2,tien-táu,顚倒,,
tien6 au6,tiẽn-ãu,殿後,,
tien6 po3,tiẽn-pò,電報,電報,
tien6 po3 suann3,tiẽn-pò-suàⁿ,電報線,電報線,
tien6 thou5,tiẽn-thôu,電塗,,
tienn khuan2 thau3,tieⁿ-khuán-thàu,設圈套,設圈套,
tienn3 tou2,tièⁿ-tóu,脹肚,腹脹,
tienn5 min7,tiêⁿ-mīn,場面,,
tienn5 min7,tiêⁿ-mīn,塲面,,
tienn6 m2,tiẽⁿ-ḿ,丈母,,
tienn6 m2,tiẽⁿ-ḿ,丈母,岳母,
tienn6 m2 phua5,tiẽⁿ-ḿ-phuâ,丈姆婆,丈母娘,
tienn6 m2 phua5,tiẽⁿ-ḿ-phuâ,丈母婆,丈母娘,
tienn6 nang5,tiẽⁿ-nâng,丈儂,丈人,
tienn6 nang5,tiẽⁿ-nâng,丈人,丈人,
tienn6 nang5,tiẽⁿ-nâng,丈人,岳父,
tiet8 nng2,tie̍t-nńg,姪女,姪女,
tih kiann2,tih-kiáⁿ,滴囝,一點,
tih8 kiann2,ti̍h-kiáⁿ,碟囝,碟子,
tih8 lat8,ti̍h-la̍t,着力,着力,
tim5 mut8,tîm-mu̍t,沈沒,,
tim5 sin3,tîm-sìn,沈信,失信,
tim5 tien6,tîm-tiẽn,沈澱,,
tin pai5,tin-pâi,籐牌,盾牌,
tin tang6,tin-tãng,振動,振動,
tin to3,tin-tò,顛倒,,
tin to3,tin-tò,顚倒,,
tin to3,tin-tò,顛倒,顛倒,
tin to3,tin-tò,顚倒,顛倒,
tin to3 tau2,tin-tò-táu,顛倒倒,顛倒,
tin to3 tau2,tin-tò-táu,顚倒倒,顛倒,
tin to3 thau5,tin-tò-thâu,顛倒頭,顛倒,
tin to3 thau5,tin-tò-thâu,顚倒頭,顛倒,
