han,puj,simple_puj,freq,phrase,phrase_puj,phrase_simple_puj
酗,hũ,hu6,,,,
酚,hun,hun1,,,,
酞,thài,thai3,,,,
酣,ham,ham1,,,,
酥,sou,sou1,,,,
酩,mêng,meng5,,,,
酪,lo̍k,lok8,,,,
酬,chhiû,chhiu5,,,,
酮,thông,thong5,,,,
酵,hau,hau1,,,,
酵,kàⁿ,kann3,,,,
酶,bûe,bue5,,,,
酷,hoh,hoh4,k11,,,
酷,khok,khok4,k10,,,
酸,sng,sng1,k10,,,
醃,iam,iam1,,醃雞,iam-koi,iam1-koi1
醇,sûn,sun5,,,,
醉,tsùi,tsui3,k11,,,
醋,tshòu,tshou3,,,,
醒,chhéⁿ,chhenn2,,,,
醚,mî,mi5,,,,
醛,tshuân,tshuan5,,,,
醜,chhiú,chhiu2,k10,醜陋,chhiú-lõu,chhiu2-lou6
醞,un,un1,,,,
醪,lâu,lau5,,,,
醪,liâu,liau5,,,,
醪,lô,lo5,,,,
醫,ui,ui1,k10,,,
醬,chièⁿ,chienn3,,,,
醺,hng,hng1,,,,
釀,jiáng,jiang2,,,,
釁,hièn,hien3,,,,
采,tshái,tshai2,k10,神采,sîn-tshái,sin5-tshai2
釉,iû,iu5,,,,
釋,sek,sek4,k10,,,
里,lí,li2,k10,公里,kong-lí,kong1-li2
里,lí,li2,k10,鄰里,lîn-lí,lin5-li2
重,tãng,tang6,k00,,,
重,têng,teng5,k10,,,
重,tõng,tong6,k01,,,
野,iá,ia2,k00,,,
量,liâng,liang5,k01,,,
量,liãng,liang6,k00,,,
量,niêⁿ,nienn5,k02,,,
釐,lî,li5,,,,
金,kim,kim1,k00,,,
釘,teng,teng1,,,,
釘,tèng,teng3,,,,
釜,hú,hu2,,,,
針,tsam,tsam1,k10,,,
釣,tièⁿ,tienn3,,,,
釦,khàu,khau3,,鈕釦,niú-khàu,niu2-khau3
釧,tshuàn,tshuan3,,,,
釩,huãm,huam6,,,,
釺,chhien,chhien1,,,,
鈀,pê,pe5,,鐵鈀,thih-pê,thih4-pe5
鈉,na̍p,nap8,,,,
鈍,tũn,tun6,,,,
鈎,kau,kau1,,蠓帳鈎,máng-tiàⁿ-kau,mang2-tiann3-kau1
鈔,tshau,tshau1,k10,,,
鈕,liú,liu2,,,,
鈕,niú,niu2,,,,
鈞,kṳn,kurn1,,,,
鈣,kài,kai3,,,,
鈦,thài,thai3,,,,
鈴,leng,leng1,,,,
鈾,iû,iu5,,,,
鉀,kah,kah4,,,,
鉎,seⁿ,senn1,,,,
鉑,po̍h,poh8,,,,
鉗,khiâm,khiam5,,,,
鉗,khîⁿ,khinn5,,,,
鉚,báu,bau2,,,,
鉛,în,in5,,,,
鉢,puah,puah4,,,,
鉤,kau,kau1,,,,
鉸,ka,ka1,,,,
鉻,kak,kak4,,,,
銀,ngṳ̂n,ngurn5,k00,,,
銃,chhèng,chheng3,,銃藥,chhèng-ie̍h,chheng3-ieh8
銅,tâng,tang5,,,,
銊,sut,sut4,,鋸銊,kṳ̀-sut,kur3-sut4
銑,sién,sien2,,,,
銘,mêng,meng5,k10,,,
銜,hâm,ham5,,,,
銜,kâⁿ,kann5,,,,
銥,i,i1,,,,
銳,zũe,zue6,,,,
銷,siau,siau1,,,,
銻,tĩ,ti6,,,,
銼,tshò,tsho3,,,,
鋁,lṳ̃,lur6,,,,
鋅,sin,sin1,,,,
鋇,pũe,pue6,,,,
鋒,hong,hong1,,,,
鋤,tshô,tsho5,,,,
鋤,tṳ̂,tur5,,鋤頭,tṳ̂-thâu,tur5-thau5
鋪,phou,phou1,k00,鋪路,phou-lōu,phou1-lou7
鋯,khò,kho3,,鋯絲,khò-si,kho3-si1
鋸,kṳ̀,kur3,,,,
鋼,kǹg,kng3,,,,
錄,lo̍k,lok8,,,,
錐,tsui,tsui1,,,,
錘,thûi,thui5,,鐵錘,thih-thûi,thih4-thui5
錘,tûi,tui5,,錘鍊,tûi-liēn,tui5-lien7
錠,tẽng,teng6,,,,
錠,tiãⁿ,tiann6,,,,
錢,chîⁿ,chinn5,k00,,,
錦,kím,kim2,,,,
錨,miâu,miau5,,,,
錫,siah,siah4,,,,
錯,tshak,tshak4,,錯雜,tshak-tsa̍p,tshak4-tsap8
錯,tshò,tsho3,k00,錯誤,tshò-gōu,tsho3-gou7
錯,tshoh,tshoh4,,錯喉,tshoh âu,tshoh4 au5
錳,méng,meng2,,,,
錶,pie,pie1,,手錶,chhiú-pie,chhiu2-pie1
鍁,hṳn,hurn1,,,,
鍊,liēn,lien7,,,,
鍋,ue,ue1,k10,,,
鍍,tōu,tou7,,,,
鍘,tsak,tsak4,,,,
鍛,tuàn,tuan3,k10,,,
鍟,seⁿ,senn1,,鍟鍋,seⁿ-ue,senn1-ue1
鍬,chhiau,chhiau1,,,,
鍬,chhiu,chhiu1,,,,
鍱,tia̍p,tiap8,,葉鍱,hia̍p-tia̍p,hiap8-tiap8
鍵,kiẽn,kien6,k10,,,
鍺,chiá,chia2,,,,
鍾,cheng,cheng1,k10,鍾愛,cheng-àiⁿ,cheng1-ainn3
鎂,múi,mui2,,,,
鎊,pōng,pong7,,,,
鎏,liū,liu7,,,,
鎖,só,so2,,,,
鎢,ou,ou1,,,,
鎦,liū,liu7,,,,
鎬,háu,hau2,,,,
鎬,káu,kau2,,,,
鎮,tìn,tin3,k10,,,
鎳,ngia̍k,ngiak8,,,,
鏇,suān,suan7,,,,
鏈,liên,lien5,,,,
鏈,liēn,lien7,k10,,,
鏖,au,au1,,,,
鏖,o,o1,,,,
鏟,thuáⁿ,thuann2,,鏟草,thuáⁿ tsháu,thuann2 tshau2
鏟,tshán,tshan2,,鏟平,tshán-pêⁿ,tshan2-penn5
鏡,kiàⁿ,kiann3,,,,
鏢,pie,pie1,,時鏢,sî-pie,si5-pie1
鏨,tsãm,tsam6,,,,
鏽,siù,siu3,,,,
鐐,liâu,liau5,,,,
鐘,cheng,cheng1,k00,鐘頭,cheng-thâu,cheng1-thau5
鐧,kán,kan2,,,,
鐮,liâm,liam5,,,,
鐲,tsua̍k,tsuak8,,,,
鐳,lûi,lui5,,,,
鐵,thih,thih4,k10,,,
鑄,tsù,tsu3,,,,
鑑,kàm,kam3,,,,
鑤,pàu,pau3,,,,
鑫,him,him1,k10,,,
鑰,gu̍eh,gueh8,,,,
鑰,iak,iak4,,,,
鑱,chhiâm,chhiam5,,鐵鑱,thih-chhiâm,thih4-chhiam5
鑲,siang,siang1,,,,
鑲,sieⁿ,sienn1,,,,
鑷,niap,niap4,,,,
鑼,lô,lo5,,,,
鑽,nǹg,nng3,,,,
鑽,tsàn,tsan3,,,,
鑽,tsǹg,tsng3,,,,
鑾,luân,luan5,,金鑾殿,kim-luân-tōiⁿ,kim1-luan5-toinn7
鑿,tsha̍k,tshak8,,,,
長,chhiâng,chhiang5,k10,長度,chhiâng-tōu,chhiang5-tou7
長,chiáng,chiang2,k10,長大,chiáng-tãi,chiang2-tai6
長,tiéⁿ,tienn2,,家長,ke-tiéⁿ,ke1-tienn2
長,tn̂g,tng5,k10,長短,tn̂g-tó,tng5-to2
門,mn̂g,mng5,k00,,,
閂,suang,suang1,,,,
閂,tshuàⁿ,tshuann3,,,,
閃,siám,siam2,,,,
閉,pĩ,pi6,k00,,,
開,khai,khai1,k10,,,
開,khui,khui1,k00,,,
閏,zūn,zun7,,,,
閒,ôiⁿ,oinn5,k00,,,
間,kan,kan1,k00,中間,tong-kan,tong1-kan1
間,koiⁿ,koinn1,k02,一間,che̍k-koiⁿ,chek8-koinn1
間,kòiⁿ,koinn3,k10,間隔,koinn3keh,koinn3keh4
閔,mién,mien2,,,,
閘,tsa̍h,tsah8,,,,
閡,hek,hek4,,,,
閡,hõiⁿ,hoinn6,,,,
閣,koh,koh4,,,,
閥,hua̍t,huat8,,,,
閨,kui,kui1,,,,
閩,mân,man5,k10,,,
閭,lṳ̂,lur5,,,,
閱,lua̍h,luah8,k22,,,
閱,luat,luat4,k10,,,
閹,iam,iam1,,,,
閻,ngiâm,ngiam5,,,,
闆,pán,pan2,k00,老闆,lãu-pán,lau6-pan2
闊,khuah,khuah4,k10,,,
闌,lân,lan5,,,,
闖,tshuàn,tshuan3,,,,
關,kuan,kuan1,k00,,,
關,kueⁿ,kuenn1,k01,,,
闡,siên,sien5,k10,,,
闢,phek,phek4,k10,開闢,khai-phek,khai1-phek4
阜,hũ,hu6,,,,
阡,chhien,chhien1,,,,
阮,nguán,nguan2,,,,
阮,uán,uan2,k00,,,
阮,ún,un2,,,,
阱,chéⁿ,chenn2,,,,
防,huâng,huang5,k00,,,
阻,tsó,tso2,k00,,,
阿,a,a1,k00,阿爺,a-iâ,a1-ia5
阿,o,o1,k22,山阿,suaⁿ-o,suann1-o1
陀,thô,tho5,,,,
陂,phî,phi5,,,,
陂,pho,pho1,,,,
陂,pi,pi1,,,,
附,hũ,hu6,k10,,,
陋,lõu,lou6,,,,
陌,me̍k,mek8,k10,,,
降,hâng,hang5,,,,
降,kàng,kang3,k00,,,
限,hãn,han6,k00,,,
陛,pĩ,pi6,,,,
陝,siám,siam2,,,,
陞,seng,seng1,,,,
陡,táu,tau2,,,,
院,īⁿ,inn7,k10,,,
陣,tīn,tin7,k00,,,
陣,tsūn,tsun7,k01,,,
除,tṳ̂,tur5,k00,,,
陪,pûe,pue5,k10,,,
陰,im,im1,k00,,,
陳,chhîn,chhin5,,陳皮,chhîn-phûe,chhin5-phue5
陳,tân,tan5,,,,
陳,thîn,thin5,k10,陳列,thîn-lie̍t,thin5-liet8
陳,tîn,tin5,,鋪陳,phou-tîn,phou1-tin5
陵,lêng,leng5,,,,
陶,iau,iau1,,,,
陶,thâu,thau5,k10,,,
陷,hām,ham7,k10,,,
陸,la̍k,lak8,,,,
陸,le̍k,lek8,k10,陸路,le̍k-lōu,lek8-lou7
陸,lo̍k,lok8,k10,陸續,lo̍k-so̍k,lok8-sok8
陽,iâng,iang5,k10,,,
陽,iêⁿ,ienn5,,,,
隅,ngô,ngo5,,,,
隆,lêng,leng5,,,,
隆,lông,long5,,,,
隊,tūi,tui7,k00,,,
隋,sûi,sui5,,,,
階,kai,kai1,,,,
隔,keh,keh4,k00,,,
隕,ũn,un6,,,,
隘,e̍k,ek8,,,,
隙,khiah,khiah4,,,,
際,chì,chi3,,,,
障,chiàng,chiang3,k00,,,
隧,sūi,sui7,,,,
隨,sûi,sui5,k00,,,
險,hiám,hiam2,k10,,,
隱,ín,in2,k10,,,
隱,ṳ́n,urn2,,,,
隴,léng,leng2,,,,
隸,tĩ,ti6,,,,
隻,chiah,chiah4,k00,一隻鳥,che̍k-chiah chiáu,chek8-chiah4 chiau2
雀,chhiak,chhiak4,,孔雀,khóng-chhiak,khong2-chhiak4
雀,chiauh,chiauh4,,,,
雁,ngãn,ngan6,,,,
雄,hêng,heng5,,,,
雄,hiông,hiong5,k10,,,
雅,ngiá,ngia2,k00,,,
集,chi̍p,chip8,k00,,,
集,tsa̍p,tsap8,,,,
雌,tshṳ̂,tshur5,,,,
雍,iong,iong1,,,,
雕,tiau,tiau1,k10,,,
雖,sui,sui1,k00,,,
雙,sang,sang1,k00,,,
雛,tshu,tshu1,,,,
雜,tsa̍p,tsap8,k00,,,
雞,koi,koi1,k00,,,
離,lî,li5,k00,,,
難,lân,lan5,k00,困難,khùn-lân,khun3-lan5
難,lān,lan7,k01,逃難,tô-lān,to5-lan7
雨,hõu,hou6,k00,,,
雨,ú,u2,k22,,,
雪,soh,soh4,k10,,,
雲,hûn,hun5,k00,雲雨,hûn-hõu,hun5-hou6
零,lân,lan5,,,,
零,lêng,leng5,k00,,,
雷,lûi,lui5,k00,,,
雹,pha̍k,phak8,,,,
電,tiẽn,tien6,k00,,,
需,su,su1,k00,,,
霄,siau,siau1,,,,
霄,sie,sie1,,,,
震,chín,chin2,k10,,,
霈,phài,phai3,,,,
霍,khak,khak4,,,,
霎,siap,siap4,,,,
霏,hui,hui1,,,,
霑,tiam,tiam1,,雨露均霑,hõu-lōu-kṳn-tiam,hou6-lou7-kurn1-tiam1
霓,ngî,ngi5,,,,
霖,lîm,lim5,,,,
霜,sng,sng1,,,,
霞,hiâ,hia5,,,,
霧,bū,bu7,,,,
霰,sàn,san3,,,,
霰,suàⁿ,suann3,,,,
露,lōu,lou7,k10,,,
霸,pà,pa3,,,,
霹,phek,phek4,,,,
霽,chí,chi2,,,,
霾,mâi,mai5,,,,
靄,ái,ai2,,,,
靈,lêng,leng5,,,,
青,chheⁿ,chhenn1,k00,,,
靖,chẽng,cheng6,,,,
靚,chẽng,cheng6,,,,
靚,liãng,liang6,k00,,,
靛,tōiⁿ,toinn7,,,,
靜,chẽⁿ,chenn6,k10,,,
非,hui,hui1,k00,,,
靠,khàu,khau3,k00,,,
靠,khò,kho3,,,,
靡,mí,mi2,,,,
面,mīn,min7,k00,面子,mīn-tsṳ́,min7-tsur2
革,kek,kek4,,,,
靳,kṳ̀n,kurn3,,,,
靳,ngṳ̂n,ngurn5,,,,
靴,hia,hia1,,,,
靶,pá,pa2,,,,
鞋,ôi,oi5,k00,,,
鞍,uaⁿ,uann1,,,,
鞏,khióng,khiong2,,,,
鞘,sau,sau1,,,,
鞘,siau,siau1,,,,
鞠,kiok,kiok4,,,,
鞦,chhiu,chhiu1,,鞦韆,chhiu-chhien,chhiu1-chhien1
鞭,pien,pien1,k10,鞭策,pien-chheh,pien1-chheh4
鞭,piⁿ,pinn1,k11,馬鞭,bé-piⁿ,be2-pinn1
韃,tak,tak4,,,,
韆,chhien,chhien1,k10,鞦韆,chhiu-chhien,chhiu1-chhien1
韋,úi,ui2,,,,
韋,ûi,ui5,,,,
韌,jím,jim2,,,,
韌,zūn,zun7,,,,
韓,hân,han5,k10,,,
韙,úi,ui2,,,,
韞,ún,un2,,,,
韭,kú,ku2,,,,
音,im,im1,k00,,,
韶,siãu,siau6,,,,
韻,ūn,un7,,,,
響,hiáng,hiang2,,,,
頁,hie̍h,hieh8,k00,,,
頂,téng,teng2,k00,,,
頃,khuan,khuan1,,,,
頃,khuán,khuan2,,,,
項,hãng,hang6,k00,,,
順,sũn,sun6,k00,,,
須,su,su1,k00,必須,pit-su,pit4-su1
頌,sõng,song6,,,,
預,ṳ̃,ur6,,,,
頑,nguán,nguan2,,,,
頒,pan,pan1,,,,
頓,tǹg,tng3,,,,
頓,tũn,tun6,,,,
頗,phó,pho2,,,,
頗,phuáⁿ,phuann2,,,,
領,niáⁿ,niann2,,,,
頤,hi,hi1,,,,
頦,hâi,hai5,,下頦,ẽ-hâi,e6-hai5
頭,thâu,thau5,k00,,,
頰,kiap,kiap4,,,,
頷,ãm,am6,,,,
頸,kèⁿ,kenn3,,,,
頹,thue,thue1,,,,
頻,phîn,phin5,k00,,,
顆,khó,kho2,,,,
顆,ló,lo2,,,,
題,tôi,toi5,k10,,,
額,hia̍h,hiah8,,,,
顏,hiâⁿ,hiann5,k22,,,
顏,ngân,ngan5,k22,,,
顏,nguân,nguan5,k00,,,
願,ngièn,ngien3,k12,願食,ngièn chia̍h,ngien3 chiah8
願,nguãn,nguan6,k00,心願,sim-nguãn,sim1-nguan6
顛,tien,tien1,,顛倒,tien-táu,tien1-tau2
顛,tien,tien1,,顛簸,tien-puà,tien1-pua3
顛,tin,tin1,,顛倒,tin-tò,tin1-to3
類,lūi,lui7,k00,,,
顧,kòu,kou3,,,,
顧,kù,ku3,k10,,,
顫,chièn,chien3,,,,
顯,hién,hien2,k00,,,
顱,lû,lu5,,,,
顴,khuân,khuan5,,,,
風,hong,hong1,k10,威風,ui-hong,ui1-hong1
風,huang,huang1,k10,風颱,huang-thai,huang1-thai1
颯,sap,sap4,,衰颯,sue-sap,sue1-sap4
颱,thai,thai1,k10,風颱,huang-thai,huang1-thai1
颳,kuat,kuat4,k10,颳風,kuat huang,kuat4 huang1
飄,phiau,phiau1,k10,,,
飆,phiau,phiau1,,,,
飛,hui,hui1,,,,
飛,pue,pue1,k10,,,
食,chia̍h,chiah8,k00,,,
食,si̍h,sih8,,,,
食,si̍t,sit8,,,,
食,sṳ̃,sur6,,,,
飢,ki,ki1,,,,
飩,thun,thun1,,,,
飯,huãn,huan6,,,,
飯,pn̄g,png7,k00,,,
飲,ám,am2,k11,,,
飲,ím,im2,k10,,,
飼,chhī,chhi7,,,,
飽,pá,pa2,k00,,,
飾,sek,sek4,k11,,,
餃,kiáu,kiau2,,,,
餅,piáⁿ,piann2,,,,
餉,hiàng,hiang3,,𢭪餉,khieh-hiàng,khieh4-hiang3
養,iáng,iang2,k00,,,
養,iéⁿ,ienn2,,,,
餌,jī,ji7,,,,
餌,zṳ̃,zur6,,,,
餐,tshan,tshan1,k10,,,
餒,núi,nui2,,,,
餓,gō,go7,,,,
餘,ṳ̂,ur5,k00,剩餘,sīn-ṳ̂,sin7-ur5
餘,ṳ̂,ur5,k00,餘數,ṳ̂-siàu,ur5-siau3
餚,ngâu,ngau5,,,,
餜,kúe,kue2,k10,,,
餞,chién,chien2,,,,
餡,āⁿ,ann7,,,,
館,kuán,kuan2,k10,,,
餬,kôu,kou5,,麵線餬,mī-suàⁿ-kôu,mi7-suann3-kou5
餾,liù,liu3,,,,
饅,buãn,buan6,,,,
饋,khũi,khui6,,,,
饑,ki,ki1,,饑荒,ki-hng,ki1-hng1
饒,jiâu,jiau5,,,,
饗,hiáng,hiang2,,,,
饞,tshâm,tsham5,,,,
首,siú,siu2,k10,,,
馗,khûi,khui5,,,,
香,hiang,hiang1,k00,,,
香,hieⁿ,hienn1,,,,
馥,hiok,hiok4,,,,
馨,heng,heng1,,,,
馬,bé,be2,k00,,,
馬,má,ma2,,,,
馭,gṳ̃,gur6,,,,
馮,pâng,pang5,,,,
馱,thô,tho5,,,,
馳,chhî,chhi5,,,,
馴,sûn,sun5,,,,
駁,poh,poh4,,,,
駐,tsũ,tsu6,,,,
駑,nò,no3,,,,
駒,ku,ku1,,,,
駕,kè,ke3,,,,
駙,hũ,hu6,,,,
駛,sái,sai2,k10,,,
駝,tho̍h,thoh8,,,,
駟,sṳ̀,sur3,,,,
駭,hãi,hai6,,,,
駱,lo̍h,loh8,,,,
駱,lo̍k,lok8,,,,
駿,tsùn,tsun3,,,,
騁,phèng,pheng3,,,,
騎,khiâ,khia5,k10,,,
騙,phièn,phien3,k10,,,
騰,thêng,theng5,k10,,,
騷,sau,sau1,,,,
騾,lô,lo5,,,,
驃,phiau,phiau1,,,,
驅,khu,khu1,k10,,,
驍,hiau,hiau1,,,,
驕,kiau,kiau1,,,,
驗,ngiām,ngiam7,,,,
驚,keng,keng1,,,,
驚,kiaⁿ,kiann1,k00,,,
驛,ia̍h,iah8,,,,
驟,tsõu,tsou6,k00,,,
驢,lṳ̂,lur5,,,,
骨,kut,kut4,k00,,,
骯,ang,ang1,,,,
骸,hâi,hai5,,,,
骹,kha,kha1,k00,,,
骼,keh,keh4,,,,
骼,lo̍k,lok8,,,,
髏,lû,lu5,,,,
髒,tsang,tsang1,k10,骯髒,ang-tsang,ang1-tsang1
髓,tshúe,tshue2,,,,
體,thí,thi2,k00,,,
體,thói,thoi2,,,,
髕,pìn,pin3,,,,
髖,khuan,khuan1,,,,
高,kau,kau1,k00,,,
高,ko,ko1,,,,
髦,mâu,mau5,,,,
髮,huat,huat4,k10,髮型,huat-hêng,huat4-heng5
髯,jiám,jiam2,,,,
鬃,tsang,tsang1,,,,
鬆,sang,sang1,k22,,,
鬆,song,song1,k00,輕鬆,khin-song,khin1-song1
鬍,hôu,hou5,,鬍鬚,hôu-chhiu,hou5-chhiu1
鬚,chhiu,chhiu1,,鬍鬚,hôu-chhiu,hou5-chhiu1
鬢,pìn,pin3,,,,
鬣,lie̍t,liet8,,,,
鬥,tàu,tau3,k10,戰鬥,chièn-tàu,chien3-tau3
鬥,tàu,tau3,k10,鬥陣,tàu-tīn,tau3-tin7
鬧,nãu,nau6,k00,,,
鬨,hòng,hong3,,起鬨,khí-hòng,khi2-hong3
鬱,ut,ut4,k10,抑鬱,ak-ut,ak4-ut4
鬼,kúi,kui2,k10,,,
魁,khue,khue1,,,,
魂,hûn,hun5,,,,
魃,pua̍t,puat8,,,,
魄,phek,phek4,,,,
魄,po̍h,poh8,,,,
魄,thoh,thoh4,,,,
魅,mũe,mue6,,,,
魍,buáng,buang2,,,,
魎,liáng,liang2,,,,
魏,gūi,gui7,k10,,,
魑,lî,li5,,,,
魔,mô,mo5,,,,
魚,hṳ̂,hur5,k00,,,
魯,lú,lu2,k10,,,
魴,hang,hang1,,魴龜,hang-ku,hang1-ku1
魷,iû,iu5,,,,
魷,jiû,jiu5,,,,
鮑,pãu,pau6,,,,
鮡,thiâu,thiau5,,,,
鮪,iú,iu2,,,,
鮫,ka,ka1,k10,,,
鮫,kau,kau1,,,,
鮭,kôi,koi5,,,,
鮭,kuai,kuai1,,,,
鮭,kui,kui1,,,,
鮮,chhiⁿ,chhinn1,k00,,,
鮮,sién,sien2,k01,,,
鯁,kéⁿ,kenn2,,鯁着喉,kéⁿ-tie̍h-âu,kenn2-tieh8-au5
鯉,lí,li2,,,,
鯊,sua,sua1,k10,,,
鯗,siáng,siang2,,,,
鯧,chhieⁿ,chhienn1,,鯧魚,chhieⁿ-hṳ̂,chhienn1-hur5
鯨,khêng,kheng5,,,,
鯽,chit,chit4,,,,
鰇,jiû,jiu5,k10,,,
鰓,chhi,chhi1,,,,
鰓,sai,sai1,,,,
鰥,kuang,kuang1,,,,
鰭,khî,khi5,,,,
鰻,muâ,mua5,k10,,,
鰽,tsô,tso5,,紅鰽,âng-tsô,ang5-tso5
鰾,phiẽ,phie6,,碰鰾,phòng-phiẽ,phong3-phie6
鱉,pih,pih4,,,,
鱔,siẽn,sien6,,,,
鱖,kùi,kui3,,,,
鱗,lân,lan5,,,,
鱗,lîn,lin5,,,,
鱟,hāu,hau7,,,,
鱷,nga̍k,ngak8,,,,
鱸,lôu,lou5,,,,
鳥,chiáu,chiau2,k00,,,
鳩,khiu,khiu1,,,,
鳳,hõng,hong6,,,,
鳴,mêng,meng5,,,,
鳶,ien,ien1,,,,
鴆,tim,tim1,,,,
鴇,páu,pau2,,,,
鴉,a,a1,,,,
鴕,thô,tho5,,,,
鴛,uan,uan1,,,,
鴦,ie,ie1,,,,
鴨,ah,ah4,k10,,,
鴻,hông,hong5,,,,
鴿,kap,kap4,k10,,,
鵑,kien,kien1,,,,
鵝,gô,go5,k00,,,
鵡,bú,bu2,,,,
鵪,ang,ang1,,鵪鶉,ang-tshun,ang1-tshun1
鵬,phông,phong5,,,,
鵲,chhiak,chhiak4,,,,
鶉,sûn,sun5,,,,
鶯,eng,eng1,,,,
鶴,ho̍h,hoh8,,,,
鷀,tshṳ̂,tshur5,,,,
鷀,tsṳ,tsur1,,,,
鷗,au,au1,,,,
鷗,ou,ou1,,,,
鷥,si,si1,,,,
鷸,lu̍t,lut8,,,,
鷹,eng,eng1,,,,
鷺,lũ,lu6,,,,
鸕,lôu,lou5,,,,
鸕,lû,lu5,,,,
鸚,eng,eng1,,,,
鸝,lî,li5,,,,
鹵,lóu,lou2,,鹵鹽,lóu-iâm,lou2-iam5
鹹,kiâm,kiam5,k10,鹹水魚,kiâm-tsúi-hṳ̂,kiam5-tsui2-hur5
鹼,kiám,kiam2,,,,
鹼,kiâm,kiam5,,,,
鹽,iâm,iam5,,,,
鹿,te̍k,tek8,,,,
麒,khî,khi5,,,,
麓,lo̍k,lok8,,,,
麗,lî,li5,,,,
麗,lĩ,li6,k10,,,
麟,lîn,lin5,,,,
麥,be̍h,beh8,,,,
麩,phou,phou1,,麥麩,be̍h-phou,beh8-phou1
麫,mī,mi7,,麫包,mī-pau,mi7-pau1
麴,khak,khak4,,鼠麴草,tshṳ́-khak-tsháu,tshur2-khak4-tshau2
麴,khek,khek4,,酒麴,chiú-khek,chiu2-khek4
麵,mī,mi7,k10,麵粉,mī-hún,mi7-hun2
麻,muâ,mua5,k00,麻煩,muâ-huân,mua5-huan5
麻,muâ,mua5,k00,麻醉,muâ-tsùi,mua5-tsui3
麼,mō,mo7,,,,
麼,moh,moh4,,,,
麾,hui,hui1,,,,
黃,n̂g,ng5,k00,,,
黍,siú,siu2,,,,
黍,sú,su2,,,,
黎,lî,li5,,,,
黎,lôi,loi5,,,,
黏,niam,niam1,,,,
黏,niâm,niam5,,,,
黑,hek,hek4,k10,,,
黔,khîm,khim5,,,,
黔,ngîm,ngim5,,,,
默,mi̍t,mit8,k10,,,
黛,tài,tai3,,,,
黜,thut,thut4,,,,
黝,iú,iu2,,,,
點,tiám,tiam2,k00,,,
黠,khiet,khiet4,,,,
黨,táng,tang2,k10,,,
黯,àm,am3,,,,
黴,bûe,bue5,,,,
鼎,tiáⁿ,tiann2,k10,,,
鼓,kóu,kou2,,,,
鼠,tshṳ́,tshur2,k00,,,
鼴,àn,an3,,,,
鼻,phīⁿ,phinn7,k01,,,
鼾,han,han1,,,,
鼾,huâⁿ,huann5,,,,
齁,hau,hau1,,,,
齆,òng,ong3,,,,
齊,chhî,chhi5,,,,
齊,tsôiⁿ,tsoinn5,k00,,,
齋,che,che1,,,,
齎,tsṳ,tsur1,,,,
齏,chì,chi3,,,,
齒,chhí,chhi2,,,,
齒,khí,khi2,k01,齒漱,khí-chhiù,khi2-chhiu3
齙,bà,ba3,,,,
齟,tsu,tsu1,,,,
齡,lêng,leng5,,,,
齣,tshut,tshut4,k00,一齣戲,che̍k-tshut hì,chek8-tshut4 hi3
齦,ngṳ̂n,ngurn5,,齒齦,khí-ngṳ̂n,khi2-ngurn5
齧,ngiet,ngiet4,,,,
齧,ngoih,ngoih4,,,,
齬,tshok,tshok4,,,,
齲,kṳ́,kur2,,,,
齷,ok,ok4,,,,
龍,lêng,leng5,k10,,,
龐,phâng,phang5,,,,
龔,kong,kong1,,,,
龕,kham,kham1,,,,
龜,kiu,kiu1,,,,
龜,ku,ku1,,,,
𠀾,bõi,boi6,k00,,,
𠕆,tōiⁿ,toinn7,,,,
𠕇,tōiⁿ,toinn7,,,,
𠢕,gâu,gau5,,𠢕,gâu,gau5
𠢕(U+20895),gâu,gau5,,賢阿娘,gâu-a-niêⁿ,gau5-a1-nienn5
𠱀,phu̍eh,phueh8,k10,,,
𡚸,bóu,bou2,,諸𡚸,tsa-bóu,tsa1-bou2
𡚸(U+216B8),bó,bo2,,阿母,a-bó,a1-bo2
𡚸(U+216B8),ḿ,m2,,丈母婆,tiẽⁿ-ḿ-phuâ,tienn6-m2-phua5
𡟓,âi,ai5,,阿𡟓,a-âi,a1-ai5
𢅎,kiáu,kiau2,,骹𢅎,kha-kiáu,kha1-kiau2
𢭪,khieh,khieh4,,,,
𢯰,tẽⁿ,tenn6,,一𢯰花,che̍k-tẽⁿ-hue,chek8-tenn6-hue1
𢲵,chhiau,chhiau1,,,,
𣴨,phīⁿ,phinn7,,𣴨,phīⁿ,phinn7
𤆬,tshuā,tshua7,,,,
𤇢,pek,pek4,,,,
𤞚,siáu,siau2,,𤞚狗,siáu-káu,siau2-kau2
𤰉,lã,la6,,,,
𤷗,pik,pik4,,𤷗裂,pik-li̍h,pik4-lih8
𤿤,puà,pua3,,膠𤿤,ka-puà,ka1-pua3
𥍉,nih,nih4,,𥍉目,nih-ma̍k,nih4-mak8
𦅇,sng,sng1,,黃𦅇瘦㾪,n̂g-sng-sóu-sán,ng5-sng1-sou2-san2
𦈢,hûi,hui5,,,,
𦮴,nî,ni5,,,,
𧧸,pat,pat4,k02,,,
𧫡,ti̍h,tih8,,譗𧫡,ta̍h-ti̍h,tah8-tih8
𨄅,khu,khu1,,蹊𨄅,khi-khu,khi1-khu1
𨫋,kòng,kong3,,𨫋,kòng,kong3
𩛌,chì,chi3,,𩛌,chì,chi3
